[2024-04-30 11:27:13.823 - INFO] o.h.validator.internal.util.Version      :HV000001: Hibernate Validator 8.0.0.Final
[2024-04-30 11:27:21.599 - INFO] .r.c.e.l.ServiceInstancesChangedListener : [DUBBO] Notify serviceKey: org.liyu.live.account.interfaces.IAccountTokenRPC:null, listener: org.apache.dubbo.registry.client.ServiceDiscoveryRegistryDirectory@5ef48b08 with 1 urls on subscription, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.619 - INFO] .d.r.c.ServiceDiscoveryRegistryDirectory : [DUBBO] Refreshed invoker size 1, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.624 - INFO] .d.r.c.ServiceDiscoveryRegistryDirectory : [DUBBO] Received invokers changed event from registry. Registry type: instance. Service Key: org.liyu.live.account.interfaces.IAccountTokenRPC. Urls Size : 1. Invokers Size : 1. Available Size: 1. Available Invokers : 10.96.54.43:9092, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.625 - INFO] com.alibaba.nacos.client.naming          :[SUBSCRIBE-SERVICE] service:liyu-live-account-provider, group:DEFAULT_GROUP, clusters: 
[2024-04-30 11:27:21.633 - INFO] .r.c.m.DefaultMigrationAddressComparator : [DUBBO] serviceKey:org.liyu.live.account.interfaces.IAccountTokenRPC Instance address size 1, interface address size 1, threshold 0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.633 - INFO] o.a.d.r.c.m.MigrationRuleHandler         : [DUBBO] Succeed Migrated to APPLICATION_FIRST mode. Service Name: org.liyu.live.account.interfaces.IAccountTokenRPC, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.633 - INFO] o.apache.dubbo.config.ReferenceConfig    : [DUBBO] Referred dubbo service: [org.liyu.live.account.interfaces.IAccountTokenRPC]. it's not GenericService reference, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.636 - INFO] o.a.d.m.store.nacos.NacosMetadataReport  : [DUBBO] store consumer metadata. Identifier : org.apache.dubbo.metadata.report.identifier.MetadataIdentifier@745785f0; definition: org.apache.dubbo.common.url.component.URLParam$URLParamMap@aacc10fa, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.644 - INFO] o.a.d.c.deploy.DefaultModuleDeployer     : [DUBBO] Dubbo Module[1.1.1] has started., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.644 - WARN] o.a.d.c.d.DefaultMetricsServiceExporter  : [DUBBO] The MetricsConfig not exist, will not export metrics service., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.648 - INFO] o.a.d.c.b.b.InternalServiceConfigBuilder : [DUBBO] org.apache.dubbo.metadata.MetadataServiceService Port hasn't been set will use default protocol defined in protocols., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.649 - INFO] o.a.d.c.b.b.InternalServiceConfigBuilder : [DUBBO] Using dubbo protocol to export org.apache.dubbo.metadata.MetadataService service on port -1, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.663 - INFO] com.alibaba.nacos.common.remote.client   :[120589ec-2c06-4936-be78-0bef4bcc5bd9] Receive server push request, request = NotifySubscriberRequest, requestId = 7017
[2024-04-30 11:27:21.664 - INFO] com.alibaba.nacos.common.remote.client   :[120589ec-2c06-4936-be78-0bef4bcc5bd9] Ack server push request, request = NotifySubscriberRequest, requestId = 7017
[2024-04-30 11:27:21.681 - WARN] org.apache.dubbo.config.ServiceConfig    : [DUBBO] Use random available port(20881) for protocol dubbo, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43, error code: 5-8. This may be caused by , go to https://dubbo.apache.org/faq/5/8 to find instructions. 
[2024-04-30 11:27:21.706 - INFO] o.a.d.qos.protocol.QosProtocolWrapper    : [DUBBO] qos won't be started because it is disabled. Please check dubbo.application.qos.enable is configured either in system property, dubbo.properties or XML/spring-boot configuration., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.708 - INFO] com.alibaba.nacos.common.remote.client   :[dcc6b2b3-0b8b-4a2d-9bca-cca2ad7eb9c2_config-0] Success to connect to server [192.168.222.1:8848] on start up, connectionId = 1714447641602_192.168.222.1_50122
[2024-04-30 11:27:21.708 - INFO] com.alibaba.nacos.common.remote.client   :[dcc6b2b3-0b8b-4a2d-9bca-cca2ad7eb9c2_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
[2024-04-30 11:27:21.708 - INFO] com.alibaba.nacos.common.remote.client   :[dcc6b2b3-0b8b-4a2d-9bca-cca2ad7eb9c2_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$335/0x000001f90139bb10
[2024-04-30 11:27:21.708 - INFO] com.alibaba.nacos.common.remote.client   :[dcc6b2b3-0b8b-4a2d-9bca-cca2ad7eb9c2_config-0] Notify connected event to listeners.
[2024-04-30 11:27:21.708 - INFO] c.a.n.client.config.impl.ClientWorker    :[dcc6b2b3-0b8b-4a2d-9bca-cca2ad7eb9c2_config-0] Connected,notify listen context...
[2024-04-30 11:27:21.708 - INFO] org.apache.dubbo.config.ServiceConfig    : [DUBBO] Export dubbo service org.apache.dubbo.metadata.MetadataService to local registry url : injvm://127.0.0.1/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.709 - INFO] org.apache.dubbo.config.ServiceConfig    : [DUBBO] Export dubbo service org.apache.dubbo.metadata.MetadataService to url dubbo://10.96.54.43:20881/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&service-name-mapping=true&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.709 - INFO] o.a.d.qos.protocol.QosProtocolWrapper    : [DUBBO] qos won't be started because it is disabled. Please check dubbo.application.qos.enable is configured either in system property, dubbo.properties or XML/spring-boot configuration., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.712 - INFO] DiscoveryRegistry$DefaultMappingListener : [DUBBO] Received mapping notification from meta server, {serviceKey: org.liyu.live.account.interfaces.IAccountTokenRPC, apps: [liyu-live-account-provider]}, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.715 - INFO] c.a.n.client.config.impl.ClientWorker    :[fixed-liyu-live-test-192.168.222.1_8848] [subscribe] org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway.configurators+dubbo+liyu-live-test
[2024-04-30 11:27:21.715 - INFO] c.a.nacos.client.config.impl.CacheData   :[fixed-liyu-live-test-192.168.222.1_8848] [add-listener] ok, tenant=liyu-live-test, dataId=org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway.configurators, group=dubbo, cnt=1
[2024-04-30 11:27:21.745 - INFO] o.a.d.remoting.transport.AbstractServer  : [DUBBO] Start NettyServer bind /0.0.0.0:20881, export /10.96.54.43:20881, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.749 - INFO] o.a.d.r.c.m.MigrationRuleListener        : [DUBBO] Listening for migration rules on dataId liyu-live-gateway.migration, group DUBBO_SERVICEDISCOVERY_MIGRATION, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.752 - INFO] org.apache.dubbo.config.ServiceConfig    : [DUBBO] Export dubbo service org.apache.dubbo.metadata.MetadataService to url dubbo://10.96.54.43:20881/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&service-name-mapping=true&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.919 - INFO] o.a.dubbo.registry.nacos.NacosRegistry   : [DUBBO] Subscribe: provider://10.96.54.43:20881/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&category=configurators&check=false&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&service-name-mapping=true&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.919 - INFO] com.alibaba.nacos.client.naming          :[SUBSCRIBE-SERVICE] service:providers:org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway, group:DEFAULT_GROUP, clusters: 
[2024-04-30 11:27:21.921 - INFO] com.alibaba.nacos.client.naming          :init new ips(0) service: DEFAULT_GROUP@@providers:org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway -> []
[2024-04-30 11:27:21.921 - INFO] com.alibaba.nacos.client.naming          :current ips:(0) service: DEFAULT_GROUP@@providers:org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway -> []
[2024-04-30 11:27:21.922 - WARN] o.a.dubbo.registry.nacos.NacosRegistry   : [DUBBO] Received empty url address list and empty protection is disabled, will clear current available addresses, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43, error code: 1-37. This may be caused by , go to https://dubbo.apache.org/faq/1/37 to find instructions. 
[2024-04-30 11:27:21.922 - INFO] o.a.dubbo.registry.nacos.NacosRegistry   : [DUBBO] Notify urls for subscribe url provider://10.96.54.43:20881/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&category=configurators&check=false&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&service-name-mapping=true&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0, url size: 1, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.923 - INFO] com.alibaba.nacos.client.naming          :[SUBSCRIBE-SERVICE] service:providers:org.apache.dubbo.metadata.MetadataService:1.0.0:liyu-live-gateway, group:DEFAULT_GROUP, clusters: 
[2024-04-30 11:27:21.923 - INFO] org.apache.dubbo.config.ServiceConfig    : [DUBBO] Successfully registered interface application mapping for service liyu-live-gateway/org.apache.dubbo.metadata.MetadataService:1.0.0, dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.923 - INFO] .c.m.ConfigurableMetadataServiceExporter : [DUBBO] The MetadataService exports urls : [dubbo://10.96.54.43:20881/org.apache.dubbo.metadata.MetadataService?anyhost=true&application=liyu-live-gateway&background=false&bind.ip=10.96.54.43&bind.port=20881&corethreads=2&delay=0&deprecated=false&dubbo=2.0.2&dynamic=true&executes=100&executor-management-mode=default&file.cache=true&generic=false&getAndListenInstanceMetadata.1.callback=true&getAndListenInstanceMetadata.return=true&getAndListenInstanceMetadata.sent=true&group=liyu-live-gateway&interface=org.apache.dubbo.metadata.MetadataService&methods=exportInstanceMetadata,getAndListenInstanceMetadata,getExportedServiceURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getExportedURLs,getInstanceMetadataChangedListenerMap,getMetadataInfo,getMetadataInfos,getMetadataURL,getServiceDefinition,getServiceDefinition,getSubscribedURLs,isMetadataService,serviceName,toSortedStrings,toSortedStrings,version&pid=28092&prefer.serialization=fastjson2,hessian2&qos.enable=false&register=false&release=3.2.0-beta.3&revision=3.2.0-beta.3&service-name-mapping=true&side=provider&threadpool=cached&threads=100&timestamp=1714447641677&version=1.0.0], dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.923 - INFO] o.a.d.r.c.m.ServiceInstanceMetadataUtils : [DUBBO] Start registering instance address to registry., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.930 - WARN] o.a.d.r.client.AbstractServiceDiscovery  : [DUBBO] No valid instance found, stop registering instance address to registry., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43, error code: 1-12. This may be caused by , go to https://dubbo.apache.org/faq/1/12 to find instructions. 
[2024-04-30 11:27:21.931 - INFO] o.a.d.c.d.DefaultApplicationDeployer     : [DUBBO] Dubbo Application[1.1](liyu-live-gateway) is ready., dubbo version: 3.2.0-beta.3, current host: 10.96.54.43
[2024-04-30 11:27:21.933 - INFO] o.liyu.live.gateway.GatewayApplication   :Started GatewayApplication in 11.09 seconds (process running for 12.474)
[2024-04-30 11:27:21.935 - INFO] c.a.n.client.config.impl.ClientWorker    :[fixed-liyu-live-test-192.168.222.1_8848] [subscribe] liyu-live-gateway+DEFAULT_GROUP+liyu-live-test
[2024-04-30 11:27:21.935 - INFO] c.a.nacos.client.config.impl.CacheData   :[fixed-liyu-live-test-192.168.222.1_8848] [add-listener] ok, tenant=liyu-live-test, dataId=liyu-live-gateway, group=DEFAULT_GROUP, cnt=1
[2024-04-30 11:27:21.936 - INFO] c.a.c.n.refresh.NacosContextRefresher    :[Nacos Config] Listening config: dataId=liyu-live-gateway, group=DEFAULT_GROUP
[2024-04-30 11:27:21.938 - INFO] c.a.n.client.config.impl.ClientWorker    :[fixed-liyu-live-test-192.168.222.1_8848] [subscribe] liyu-live-gateway.yaml+DEFAULT_GROUP+liyu-live-test
[2024-04-30 11:27:21.938 - INFO] c.a.nacos.client.config.impl.CacheData   :[fixed-liyu-live-test-192.168.222.1_8848] [add-listener] ok, tenant=liyu-live-test, dataId=liyu-live-gateway.yaml, group=DEFAULT_GROUP, cnt=1
[2024-04-30 11:27:21.938 - INFO] c.a.c.n.refresh.NacosContextRefresher    :[Nacos Config] Listening config: dataId=liyu-live-gateway.yaml, group=DEFAULT_GROUP
[2024-04-30 11:27:22.206 - INFO] com.alibaba.nacos.common.remote.client   :[6edf198e-37fb-41e6-a009-12c9b1882b39] Receive server push request, request = NotifySubscriberRequest, requestId = 7018
[2024-04-30 11:27:22.207 - INFO] com.alibaba.nacos.common.remote.client   :[6edf198e-37fb-41e6-a009-12c9b1882b39] Ack server push request, request = NotifySubscriberRequest, requestId = 7018
[2024-04-30 11:27:22.422 - INFO] com.alibaba.nacos.common.remote.client   :[120589ec-2c06-4936-be78-0bef4bcc5bd9] Receive server push request, request = NotifySubscriberRequest, requestId = 7019
[2024-04-30 11:27:22.422 - INFO] com.alibaba.nacos.common.remote.client   :[120589ec-2c06-4936-be78-0bef4bcc5bd9] Ack server push request, request = NotifySubscriberRequest, requestId = 7019
[2024-04-30 11:27:24.147 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Receive server push request, request = NotifySubscriberRequest, requestId = 7020
[2024-04-30 11:27:24.149 - INFO] com.alibaba.nacos.client.naming          :removed ips(1) service: DEFAULT_GROUP@@liyu-live-api -> [{"ip":"10.96.54.43","port":8100,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@liyu-live-api","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:24.149 - INFO] com.alibaba.nacos.client.naming          :current ips:(0) service: DEFAULT_GROUP@@liyu-live-api -> []
[2024-04-30 11:27:24.150 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Ack server push request, request = NotifySubscriberRequest, requestId = 7020
[2024-04-30 11:27:28.749 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Receive server push request, request = NotifySubscriberRequest, requestId = 7022
[2024-04-30 11:27:28.749 - INFO] com.alibaba.nacos.client.naming          :new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"queryByAnchorId,queryBySkuId","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447646888"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:28.749 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"queryByAnchorId,queryBySkuId","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447646888"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:28.758 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Ack server push request, request = NotifySubscriberRequest, requestId = 7022
[2024-04-30 11:27:29.072 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Receive server push request, request = NotifySubscriberRequest, requestId = 7025
[2024-04-30 11:27:29.073 - INFO] com.alibaba.nacos.client.naming          :new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftRecordRpc:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftRecordRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"insertOne","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.IGiftRecordRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.IGiftRecordRpc","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648319"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:29.073 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftRecordRpc:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.IGiftRecordRpc::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"insertOne","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.IGiftRecordRpc","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.IGiftRecordRpc","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648319"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:29.081 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Ack server push request, request = NotifySubscriberRequest, requestId = 7025
[2024-04-30 11:27:29.505 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Receive server push request, request = NotifySubscriberRequest, requestId = 7028
[2024-04-30 11:27:29.505 - INFO] com.alibaba.nacos.client.naming          :new ips(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"dcrStockNumBySkuId,decrStockNumBySkuIdV2,prepareStockInfo,queryStockNum,syncStockNumToMySQL","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648680"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:29.505 - INFO] com.alibaba.nacos.client.naming          :current ips:(1) service: DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC:: -> [{"ip":"10.96.54.43","port":9088,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@providers:org.liyu.live.gift.interfaces.ISkuStockInfoRPC::","metadata":{"executor-management-mode":"default","side":"provider","release":"3.2.0-beta.3","methods":"dcrStockNumBySkuId,decrStockNumBySkuIdV2,prepareStockInfo,queryStockNum,syncStockNumToMySQL","deprecated":"false","dubbo":"2.0.2","pid":"35488","interface":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","service-name-mapping":"true","generic":"false","path":"org.liyu.live.gift.interfaces.ISkuStockInfoRPC","protocol":"dubbo","application":"liyu-live-gift-provider","prefer.serialization":"fastjson2,hessian2","background":"false","file.cache":"true","dynamic":"true","category":"providers","anyhost":"true","timestamp":"1714447648680"},"instanceHeartBeatInterval":5000,"instanceHeartBeatTimeOut":15000,"ipDeleteTimeout":30000}]
[2024-04-30 11:27:29.515 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Ack server push request, request = NotifySubscriberRequest, requestId = 7028
[2024-04-30 11:27:29.720 - INFO] com.alibaba.nacos.common.remote.client   :[03c4ccdd-b1a3-4d9e-99e5-b6151f918dd2] Receive server push request, request = NotifySubscriberRequest, requestId = 7031
